8/24/2020,1
8/25/2020,2
8/26/2020,3
8/27/2020,1
8/28/2020,2
8/31/2020,1
9/1/2020,7
9/2/2020,8
9/3/2020,1
9/4/2020,1
9/8/2020,1
9/9/2020,2
9/10/2020,1
9/11/2020,1
9/14/2020,1
9/15/2020,4
9/16/2020,1
9/17/2020,1
9/18/2020,1
9/21/2020,1
9/22/2020,3
9/23/2020,1
9/24/2020,2
9/25/2020,3
9/28/2020,4
9/29/2020,8
9/30/2020,9
10/1/2020,10
10/2/2020,1
10/5/2020,2
10/6/2020,1
10/7/2020,2
10/8/2020,3
10/9/2020,17
10/12/2020,25
10/13/2020,26
10/14/2020,1
10/15/2020,1
10/16/2020,29
10/19/2020,1
10/20/2020,2
10/21/2020,33
10/22/2020,34
10/23/2020,35
10/26/2020,1
10/27/2020,2
10/28/2020,1
10/29/2020,2
10/30/2020,5
11/2/2020,6
11/3/2020,43
11/4/2020,52
11/5/2020,53
11/6/2020,1
11/9/2020,2
11/10/2020,1
11/11/2020,2
11/12/2020,1
11/13/2020,59
11/16/2020,60
11/17/2020,1
11/18/2020,1
11/19/2020,2
11/20/2020,1
11/23/2020,1
11/24/2020,5
11/25/2020,7
11/27/2020,68
11/30/2020,1
12/1/2020,70
12/2/2020,71
12/3/2020,1
12/4/2020,73
12/7/2020,1
12/8/2020,1
12/9/2020,1
12/10/2020,1
12/11/2020,2
12/14/2020,1
12/15/2020,2
12/16/2020,1
12/17/2020,1
12/18/2020,1
12/21/2020,2
12/22/2020,1
12/23/2020,2
12/24/2020,3
12/28/2020,10
12/29/2020,1
12/30/2020,1
12/31/2020,2
1/4/2021,1
1/5/2021,2
1/6/2021,1
1/7/2021,20
1/8/2021,21
1/11/2021,1
1/12/2021,1
1/13/2021,2
1/14/2021,1
1/15/2021,1
1/19/2021,6
1/20/2021,103
1/21/2021,104
1/22/2021,105
1/25/2021,1
1/26/2021,107
1/27/2021,1
1/28/2021,2
1/29/2021,1
2/1/2021,4
2/2/2021,112
2/3/2021,113
2/4/2021,1
2/5/2021,115
2/8/2021,1
2/9/2021,1
2/10/2021,3
2/11/2021,4
2/12/2021,120
2/16/2021,121
2/17/2021,122
2/18/2021,1
2/19/2021,1
2/22/2021,1
